Row number,Year,Stlkey,Station,Setno,IPHC Species Code,Scientific Name,Species Name,SampleType,HooksFished,HooksRetrieved,HooksObserved,Number Observed
271,2023,20230068,2103,3,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,18.0
272,2023,20230068,2103,3,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,8.0
273,2023,20230068,2103,3,303,,Hook with Skin,20Hook,792.0,792.0,160.0,16.0
274,2023,20230068,2103,3,304,,Empty Hook,20Hook,792.0,792.0,160.0,110.0
275,2023,20230068,2103,3,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,2.0
276,2023,20230069,2104,4,21,Ophiodon elongatus,Lingcod,20Hook,784.0,784.0,160.0,1.0
277,2023,20230069,2104,4,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,20.0
278,2023,20230069,2104,4,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,784.0,784.0,160.0,5.0
279,2023,20230069,2104,4,127,Sebastes paucispinis,Bocaccio,20Hook,784.0,784.0,160.0,1.0
280,2023,20230069,2104,4,303,,Hook with Skin,20Hook,784.0,784.0,160.0,6.0
281,2023,20230069,2104,4,304,,Empty Hook,20Hook,784.0,784.0,160.0,88.0
282,2023,20230069,2104,4,305,,Hook with Bait,20Hook,784.0,784.0,160.0,11.0
283,2023,20230069,2104,4,307,,Bent/Broken/Missing,20Hook,784.0,784.0,160.0,4.0
284,2023,20230070,2096,5,21,Ophiodon elongatus,Lingcod,20Hook,760.0,760.0,160.0,1.0
285,2023,20230070,2096,5,54,Squalus suckleyi,Spiny Dogfish,20Hook,760.0,760.0,160.0,24.0
286,2023,20230070,2096,5,143,Raja rhina,Longnose Skate,20Hook,760.0,760.0,160.0,1.0
287,2023,20230070,2096,5,303,,Hook with Skin,20Hook,760.0,760.0,160.0,2.0
288,2023,20230070,2096,5,304,,Empty Hook,20Hook,760.0,760.0,160.0,118.0
289,2023,20230070,2096,5,307,,Bent/Broken/Missing,20Hook,760.0,760.0,160.0,4.0
290,2023,20230071,2271,6,21,Ophiodon elongatus,Lingcod,20Hook,776.0,776.0,160.0,3.0
291,2023,20230071,2271,6,57,Sebastes pinniger,Canary Rockfish,20Hook,776.0,776.0,160.0,1.0
292,2023,20230071,2271,6,87,Sebastes maliger,Quillback Rockfish,20Hook,776.0,776.0,160.0,1.0
293,2023,20230071,2271,6,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,776.0,776.0,160.0,15.0
294,2023,20230071,2271,6,127,Sebastes paucispinis,Bocaccio,20Hook,776.0,776.0,160.0,1.0
295,2023,20230071,2271,6,209,Stylasterias Forreri,Fish-eating Star,20Hook,776.0,776.0,160.0,1.0
296,2023,20230071,2271,6,303,,Hook with Skin,20Hook,776.0,776.0,160.0,6.0
297,2023,20230071,2271,6,304,,Empty Hook,20Hook,776.0,776.0,160.0,97.0
298,2023,20230071,2271,6,305,,Hook with Bait,20Hook,776.0,776.0,160.0,12.0
299,2023,20230071,2271,6,307,,Bent/Broken/Missing,20Hook,776.0,776.0,160.0,12.0
300,2023,20230072,2274,7,21,Ophiodon elongatus,Lingcod,20Hook,784.0,784.0,160.0,1.0
301,2023,20230072,2274,7,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,784.0,160.0,9.0
302,2023,20230072,2274,7,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,784.0,784.0,160.0,1.0
303,2023,20230072,2274,7,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,7.0
304,2023,20230072,2274,7,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,784.0,784.0,160.0,1.0
305,2023,20230072,2274,7,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,784.0,784.0,160.0,9.0
306,2023,20230072,2274,7,90,Sebastes babcocki,Redbanded Rockfish,20Hook,784.0,784.0,160.0,3.0
307,2023,20230072,2274,7,119,Sebastes borealis,Shortraker Rockfish,20Hook,784.0,784.0,160.0,16.0
308,2023,20230072,2274,7,125,Somniosus pacificus,Sleeper Shark,20Hook,784.0,784.0,160.0,1.0
309,2023,20230072,2274,7,303,,Hook with Skin,20Hook,784.0,784.0,160.0,5.0
310,2023,20230072,2274,7,304,,Empty Hook,20Hook,784.0,784.0,160.0,53.0
311,2023,20230072,2274,7,305,,Hook with Bait,20Hook,784.0,784.0,160.0,41.0
312,2023,20230072,2274,7,307,,Bent/Broken/Missing,20Hook,784.0,784.0,160.0,12.0
313,2023,20230073,2273,8,21,Ophiodon elongatus,Lingcod,20Hook,776.0,776.0,160.0,3.0
314,2023,20230073,2273,8,54,Squalus suckleyi,Spiny Dogfish,20Hook,776.0,776.0,160.0,1.0
315,2023,20230073,2273,8,303,,Hook with Skin,20Hook,776.0,776.0,160.0,4.0
316,2023,20230073,2273,8,304,,Empty Hook,20Hook,776.0,776.0,160.0,30.0
317,2023,20230073,2273,8,305,,Hook with Bait,20Hook,776.0,776.0,160.0,118.0
318,2023,20230073,2273,8,307,,Bent/Broken/Missing,20Hook,776.0,776.0,160.0,1.0
319,2023,20230074,2107,9,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,768.0,768.0,140.0,1.0
320,2023,20230074,2107,9,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,768.0,768.0,140.0,8.0
321,2023,20230074,2107,9,54,Squalus suckleyi,Spiny Dogfish,20Hook,768.0,768.0,140.0,3.0
322,2023,20230074,2107,9,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,768.0,768.0,140.0,1.0
323,2023,20230074,2107,9,90,Sebastes babcocki,Redbanded Rockfish,20Hook,768.0,768.0,140.0,2.0
324,2023,20230074,2107,9,143,Raja rhina,Longnose Skate,20Hook,768.0,768.0,140.0,1.0
325,2023,20230074,2107,9,303,,Hook with Skin,20Hook,768.0,768.0,140.0,10.0
326,2023,20230074,2107,9,304,,Empty Hook,20Hook,768.0,768.0,140.0,89.0
327,2023,20230074,2107,9,305,,Hook with Bait,20Hook,768.0,768.0,140.0,14.0
328,2023,20230074,2107,9,307,,Bent/Broken/Missing,20Hook,768.0,768.0,140.0,1.0
329,2023,20230075,2093,10,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,760.0,382.0,80.0,1.0
330,2023,20230075,2093,10,54,Squalus suckleyi,Spiny Dogfish,20Hook,760.0,382.0,80.0,2.0
331,2023,20230075,2093,10,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,760.0,382.0,80.0,12.0
332,2023,20230075,2093,10,90,Sebastes babcocki,Redbanded Rockfish,20Hook,760.0,382.0,80.0,2.0
333,2023,20230075,2093,10,304,,Empty Hook,20Hook,760.0,382.0,80.0,52.0
334,2023,20230075,2093,10,305,,Hook with Bait,20Hook,760.0,382.0,80.0,1.0
335,2023,20230075,2093,10,307,,Bent/Broken/Missing,20Hook,760.0,382.0,80.0,8.0
336,2023,20230076,2099,11,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,776.0,776.0,160.0,1.0
337,2023,20230076,2099,11,54,Squalus suckleyi,Spiny Dogfish,20Hook,776.0,776.0,160.0,14.0
338,2023,20230076,2099,11,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,776.0,776.0,160.0,1.0
339,2023,20230076,2099,11,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,776.0,776.0,160.0,5.0
340,2023,20230076,2099,11,143,Raja rhina,Longnose Skate,20Hook,776.0,776.0,160.0,1.0
341,2023,20230076,2099,11,303,,Hook with Skin,20Hook,776.0,776.0,160.0,16.0
342,2023,20230076,2099,11,304,,Empty Hook,20Hook,776.0,776.0,160.0,93.0
343,2023,20230076,2099,11,305,,Hook with Bait,20Hook,776.0,776.0,160.0,5.0
344,2023,20230076,2099,11,307,,Bent/Broken/Missing,20Hook,776.0,776.0,160.0,10.0
345,2023,20230077,2098,12,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,776.0,373.0,80.0,4.0
346,2023,20230077,2098,12,54,Squalus suckleyi,Spiny Dogfish,20Hook,776.0,373.0,80.0,3.0
347,2023,20230077,2098,12,90,Sebastes babcocki,Redbanded Rockfish,20Hook,776.0,373.0,80.0,1.0
348,2023,20230077,2098,12,127,Sebastes paucispinis,Bocaccio,20Hook,776.0,373.0,80.0,1.0
349,2023,20230077,2098,12,303,,Hook with Skin,20Hook,776.0,373.0,80.0,1.0
350,2023,20230077,2098,12,304,,Empty Hook,20Hook,776.0,373.0,80.0,63.0
351,2023,20230077,2098,12,307,,Bent/Broken/Missing,20Hook,776.0,373.0,80.0,2.0
352,2023,20230079,2091,13,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,800.0,800.0,160.0,12.0
353,2023,20230079,2091,13,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,6.0
354,2023,20230079,2091,13,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,800.0,800.0,160.0,3.0
355,2023,20230079,2091,13,81,(includes brittle and basketstars),unident. Starfish,20Hook,800.0,800.0,160.0,1.0
356,2023,20230079,2091,13,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,800.0,800.0,160.0,10.0
357,2023,20230079,2091,13,90,Sebastes babcocki,Redbanded Rockfish,20Hook,800.0,800.0,160.0,3.0
358,2023,20230079,2091,13,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,1.0
359,2023,20230079,2091,13,303,,Hook with Skin,20Hook,800.0,800.0,160.0,7.0
360,2023,20230079,2091,13,304,,Empty Hook,20Hook,800.0,800.0,160.0,84.0
361,2023,20230079,2091,13,305,,Hook with Bait,20Hook,800.0,800.0,160.0,2.0
362,2023,20230079,2091,13,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,8.0
363,2023,20230080,2092,14,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,490.0,100.0,7.0
364,2023,20230080,2092,14,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,490.0,100.0,1.0
365,2023,20230080,2092,14,93,,Sea Anemone,20Hook,784.0,490.0,100.0,1.0
366,2023,20230080,2092,14,128,Sebastes reedi,Yellowmouth Rockfish,20Hook,784.0,490.0,100.0,1.0
367,2023,20230080,2092,14,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,784.0,490.0,100.0,1.0
368,2023,20230080,2092,14,303,,Hook with Skin,20Hook,784.0,490.0,100.0,3.0
369,2023,20230080,2092,14,304,,Empty Hook,20Hook,784.0,490.0,100.0,63.0
370,2023,20230080,2092,14,305,,Hook with Bait,20Hook,784.0,490.0,100.0,6.0
371,2023,20230080,2092,14,307,,Bent/Broken/Missing,20Hook,784.0,490.0,100.0,3.0
372,2023,20230108,2233,17,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,28.0
373,2023,20230108,2233,17,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,792.0,792.0,160.0,1.0
374,2023,20230108,2233,17,303,,Hook with Skin,20Hook,792.0,792.0,160.0,48.0
375,2023,20230108,2233,17,304,,Empty Hook,20Hook,792.0,792.0,160.0,67.0
376,2023,20230108,2233,17,305,,Hook with Bait,20Hook,792.0,792.0,160.0,15.0
377,2023,20230108,2233,17,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
378,2023,20230109,2031,18,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,2.0
379,2023,20230109,2031,18,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,2.0
380,2023,20230109,2031,18,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,20.0
381,2023,20230109,2031,18,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,8.0
382,2023,20230109,2031,18,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,5.0
383,2023,20230109,2031,18,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,11.0
384,2023,20230109,2031,18,127,Sebastes paucispinis,Bocaccio,20Hook,792.0,792.0,160.0,1.0
385,2023,20230109,2031,18,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,9.0
386,2023,20230109,2031,18,303,,Hook with Skin,20Hook,792.0,792.0,160.0,2.0
387,2023,20230109,2031,18,304,,Empty Hook,20Hook,792.0,792.0,160.0,58.0
388,2023,20230109,2031,18,305,,Hook with Bait,20Hook,792.0,792.0,160.0,30.0
389,2023,20230109,2031,18,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
390,2023,20230110,2030,19,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
391,2023,20230110,2030,19,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,1.0
392,2023,20230110,2030,19,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
393,2023,20230110,2030,19,64,Pleuronectiformes,Unident. Flatfish,20Hook,792.0,792.0,160.0,1.0
394,2023,20230110,2030,19,304,,Empty Hook,20Hook,792.0,792.0,160.0,20.0
395,2023,20230110,2030,19,305,,Hook with Bait,20Hook,792.0,792.0,160.0,129.0
396,2023,20230111,2029,20,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,5.0
397,2023,20230111,2029,20,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,1.0
398,2023,20230111,2029,20,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,7.0
399,2023,20230111,2029,20,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,8.0
400,2023,20230111,2029,20,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,1.0
401,2023,20230111,2029,20,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
402,2023,20230111,2029,20,303,,Hook with Skin,20Hook,792.0,792.0,160.0,14.0
403,2023,20230111,2029,20,304,,Empty Hook,20Hook,792.0,792.0,160.0,92.0
404,2023,20230111,2029,20,305,,Hook with Bait,20Hook,792.0,792.0,160.0,13.0
405,2023,20230112,2028,21,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,3.0
406,2023,20230112,2028,21,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,1.0
407,2023,20230112,2028,21,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,3.0
408,2023,20230112,2028,21,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,2.0
409,2023,20230112,2028,21,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
410,2023,20230112,2028,21,304,,Empty Hook,20Hook,792.0,792.0,160.0,34.0
411,2023,20230112,2028,21,305,,Hook with Bait,20Hook,792.0,792.0,160.0,101.0
412,2023,20230113,2024,22,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
413,2023,20230113,2024,22,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,3.0
414,2023,20230113,2024,22,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
415,2023,20230113,2024,22,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
416,2023,20230113,2024,22,303,,Hook with Skin,20Hook,792.0,792.0,160.0,1.0
417,2023,20230113,2024,22,304,,Empty Hook,20Hook,792.0,792.0,160.0,8.0
418,2023,20230113,2024,22,305,,Hook with Bait,20Hook,792.0,792.0,160.0,140.0
419,2023,20230113,2024,22,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
420,2023,20230114,2023,23,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,3.0
421,2023,20230114,2023,23,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,1.0
422,2023,20230114,2023,23,92,Ptilosarcus gurneyi,Sea Pen,20Hook,792.0,792.0,160.0,1.0
423,2023,20230114,2023,23,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,2.0
424,2023,20230114,2023,23,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
425,2023,20230114,2023,23,303,,Hook with Skin,20Hook,792.0,792.0,160.0,2.0
426,2023,20230114,2023,23,304,,Empty Hook,20Hook,792.0,792.0,160.0,8.0
427,2023,20230114,2023,23,305,,Hook with Bait,20Hook,792.0,792.0,160.0,135.0
428,2023,20230116,2221,24,21,Ophiodon elongatus,Lingcod,20Hook,784.0,784.0,160.0,1.0
429,2023,20230116,2221,24,87,Sebastes maliger,Quillback Rockfish,20Hook,784.0,784.0,160.0,1.0
430,2023,20230116,2221,24,141,Raja binoculata,Big Skate,20Hook,784.0,784.0,160.0,1.0
431,2023,20230116,2221,24,303,,Hook with Skin,20Hook,784.0,784.0,160.0,1.0
432,2023,20230116,2221,24,304,,Empty Hook,20Hook,784.0,784.0,160.0,21.0
433,2023,20230116,2221,24,305,,Hook with Bait,20Hook,784.0,784.0,160.0,133.0
434,2023,20230116,2221,24,307,,Bent/Broken/Missing,20Hook,784.0,784.0,160.0,1.0
435,2023,20230117,2017,25,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,57.0
436,2023,20230117,2017,25,304,,Empty Hook,20Hook,800.0,800.0,160.0,101.0
437,2023,20230117,2017,25,305,,Hook with Bait,20Hook,800.0,800.0,160.0,1.0
438,2023,20230117,2017,25,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,1.0
439,2023,20230118,2019,26,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
440,2023,20230118,2019,26,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,5.0
441,2023,20230118,2019,26,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,1.0
442,2023,20230118,2019,26,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
443,2023,20230118,2019,26,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
444,2023,20230118,2019,26,303,,Hook with Skin,20Hook,792.0,792.0,160.0,5.0
445,2023,20230118,2019,26,304,,Empty Hook,20Hook,792.0,792.0,160.0,19.0
446,2023,20230118,2019,26,305,,Hook with Bait,20Hook,792.0,792.0,160.0,123.0
447,2023,20230122,2232,27,130,Hexanchus griseus,Sixgill Shark,20Hook,792.0,792.0,160.0,1.0
448,2023,20230122,2232,27,303,,Hook with Skin,20Hook,792.0,792.0,160.0,41.0
449,2023,20230122,2232,27,304,,Empty Hook,20Hook,792.0,792.0,160.0,5.0
450,2023,20230122,2232,27,305,,Hook with Bait,20Hook,792.0,792.0,160.0,113.0
451,2023,20230125,2012,28,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,1.0
452,2023,20230125,2012,28,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
453,2023,20230125,2012,28,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,1.0
454,2023,20230125,2012,28,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,1.0
455,2023,20230125,2012,28,209,Stylasterias Forreri,Fish-eating Star,20Hook,792.0,792.0,160.0,3.0
456,2023,20230125,2012,28,303,,Hook with Skin,20Hook,792.0,792.0,160.0,2.0
457,2023,20230125,2012,28,304,,Empty Hook,20Hook,792.0,792.0,160.0,26.0
458,2023,20230125,2012,28,305,,Hook with Bait,20Hook,792.0,792.0,160.0,121.0
459,2023,20230126,2213,29,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
460,2023,20230126,2213,29,82,Echinozoa,Sea Urchin,20Hook,792.0,792.0,160.0,1.0
461,2023,20230126,2213,29,209,Stylasterias Forreri,Fish-eating Star,20Hook,792.0,792.0,160.0,3.0
462,2023,20230126,2213,29,303,,Hook with Skin,20Hook,792.0,792.0,160.0,56.0
463,2023,20230126,2213,29,304,,Empty Hook,20Hook,792.0,792.0,160.0,64.0
464,2023,20230126,2213,29,305,,Hook with Bait,20Hook,792.0,792.0,160.0,31.0
465,2023,20230126,2213,29,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
466,2023,20230144,2313,20,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,2.0
467,2023,20230144,2313,20,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,4.0
468,2023,20230144,2313,20,81,(includes brittle and basketstars),unident. Starfish,20Hook,792.0,792.0,160.0,1.0
469,2023,20230144,2313,20,93,,Sea Anemone,20Hook,792.0,792.0,160.0,1.0
470,2023,20230144,2313,20,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,8.0
471,2023,20230144,2313,20,303,,Hook with Skin,20Hook,792.0,792.0,160.0,12.0
472,2023,20230144,2313,20,304,,Empty Hook,20Hook,792.0,792.0,160.0,118.0
473,2023,20230144,2313,20,305,,Hook with Bait,20Hook,792.0,792.0,160.0,2.0
474,2023,20230145,2311,21,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,2.0
475,2023,20230145,2311,21,92,Ptilosarcus gurneyi,Sea Pen,20Hook,784.0,784.0,160.0,13.0
476,2023,20230145,2311,21,141,Raja binoculata,Big Skate,20Hook,784.0,784.0,160.0,1.0
477,2023,20230145,2311,21,216,Solaster sp,Solaster sp (starfish),20Hook,784.0,784.0,160.0,7.0
478,2023,20230145,2311,21,303,,Hook with Skin,20Hook,784.0,784.0,160.0,20.0
479,2023,20230145,2311,21,304,,Empty Hook,20Hook,784.0,784.0,160.0,83.0
480,2023,20230145,2311,21,305,,Hook with Bait,20Hook,784.0,784.0,160.0,4.0
481,2023,20230146,2145,22,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
482,2023,20230146,2145,22,14,Eopsetta jordani,Petrale Sole,20Hook,792.0,792.0,160.0,1.0
483,2023,20230146,2145,22,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,7.0
484,2023,20230146,2145,22,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,5.0
485,2023,20230146,2145,22,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,6.0
486,2023,20230146,2145,22,303,,Hook with Skin,20Hook,792.0,792.0,160.0,8.0
487,2023,20230146,2145,22,304,,Empty Hook,20Hook,792.0,792.0,160.0,122.0
488,2023,20230146,2145,22,305,,Hook with Bait,20Hook,792.0,792.0,160.0,1.0
489,2023,20230147,2142,23,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,800.0,800.0,160.0,4.0
490,2023,20230147,2142,23,14,Eopsetta jordani,Petrale Sole,20Hook,800.0,800.0,160.0,1.0
491,2023,20230147,2142,23,26,Gadus macrocephalus,Pacific Cod,20Hook,800.0,800.0,160.0,16.0
492,2023,20230147,2142,23,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,2.0
493,2023,20230147,2142,23,303,,Hook with Skin,20Hook,800.0,800.0,160.0,2.0
494,2023,20230147,2142,23,304,,Empty Hook,20Hook,800.0,800.0,160.0,114.0
495,2023,20230147,2142,23,305,,Hook with Bait,20Hook,800.0,800.0,160.0,1.0
496,2023,20230148,2305,24,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,6.0
497,2023,20230148,2305,24,92,Ptilosarcus gurneyi,Sea Pen,20Hook,792.0,792.0,160.0,1.0
498,2023,20230148,2305,24,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,1.0
499,2023,20230148,2305,24,209,Stylasterias Forreri,Fish-eating Star,20Hook,792.0,792.0,160.0,1.0
500,2023,20230148,2305,24,303,,Hook with Skin,20Hook,792.0,792.0,160.0,29.0
501,2023,20230148,2305,24,304,,Empty Hook,20Hook,792.0,792.0,160.0,112.0
502,2023,20230148,2305,24,305,,Hook with Bait,20Hook,792.0,792.0,160.0,1.0
503,2023,20230149,2297,25,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,19.0
504,2023,20230149,2297,25,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,1.0
505,2023,20230149,2297,25,92,Ptilosarcus gurneyi,Sea Pen,20Hook,792.0,792.0,160.0,2.0
506,2023,20230149,2297,25,124,Sebastes caurinus,Copper Rockfish,20Hook,792.0,792.0,160.0,2.0
507,2023,20230149,2297,25,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,792.0,792.0,160.0,1.0
508,2023,20230149,2297,25,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,2.0
509,2023,20230149,2297,25,207,Solaster stimpsoni,Sun Sea Star,20Hook,792.0,792.0,160.0,1.0
510,2023,20230149,2297,25,216,Solaster sp,Solaster sp (starfish),20Hook,792.0,792.0,160.0,2.0
511,2023,20230149,2297,25,303,,Hook with Skin,20Hook,792.0,792.0,160.0,41.0
512,2023,20230149,2297,25,304,,Empty Hook,20Hook,792.0,792.0,160.0,63.0
513,2023,20230149,2297,25,305,,Hook with Bait,20Hook,792.0,792.0,160.0,4.0
514,2023,20230149,2297,25,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,2.0
515,2023,20230150,2296,26,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,7.0
516,2023,20230150,2296,26,216,Solaster sp,Solaster sp (starfish),20Hook,784.0,784.0,160.0,1.0
517,2023,20230150,2296,26,303,,Hook with Skin,20Hook,784.0,784.0,160.0,20.0
518,2023,20230150,2296,26,304,,Empty Hook,20Hook,784.0,784.0,160.0,117.0
519,2023,20230150,2296,26,305,,Hook with Bait,20Hook,784.0,784.0,160.0,11.0
520,2023,20230151,2295,27,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,5.0
521,2023,20230151,2295,27,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,792.0,792.0,160.0,2.0
522,2023,20230151,2295,27,303,,Hook with Skin,20Hook,792.0,792.0,160.0,15.0
523,2023,20230151,2295,27,304,,Empty Hook,20Hook,792.0,792.0,160.0,111.0
524,2023,20230151,2295,27,305,,Hook with Bait,20Hook,792.0,792.0,160.0,1.0
525,2023,20230151,2295,27,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
526,2023,20230152,2288,28,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,3.0
527,2023,20230152,2288,28,124,Sebastes caurinus,Copper Rockfish,20Hook,800.0,800.0,160.0,1.0
528,2023,20230152,2288,28,148,Myoxocephalus polyacanthocephalus,Great Sculpin,20Hook,800.0,800.0,160.0,1.0
529,2023,20230152,2288,28,216,Solaster sp,Solaster sp (starfish),20Hook,800.0,800.0,160.0,3.0
530,2023,20230152,2288,28,303,,Hook with Skin,20Hook,800.0,800.0,160.0,16.0
531,2023,20230152,2288,28,304,,Empty Hook,20Hook,800.0,800.0,160.0,98.0
